Country,Year,Indicator Name,Indicator Code,Country Code,PIB
albania,1972,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1973,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1974,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1975,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1976,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1977,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1978,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1979,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1980,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1981,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1982,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1983,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1984,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1985,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1986,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1987,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1988,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1989,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1990,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1991,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1992,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1993,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1994,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1995,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1996,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1997,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1998,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,1999,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,2000,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,2001,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,2002,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,2003,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,2004,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,2005,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,2006,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,2007,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,2008,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,2009,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,2010,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,2011,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,2012,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
albania,2013,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ALB,
algeria,1960,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1961,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1962,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1963,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1964,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1965,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1966,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1967,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1968,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1969,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1970,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1971,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1972,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1973,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1974,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1975,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1976,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1977,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1978,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1979,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1980,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1981,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1982,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1983,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1984,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1985,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1986,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1987,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1988,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1989,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1990,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1991,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1992,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1993,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1994,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1995,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1996,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1997,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1998,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,1999,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,2000,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,2001,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,2002,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,2003,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,2004,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,2005,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,2006,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,2007,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,2008,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,2009,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,2010,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,2011,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,2012,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
algeria,2013,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,DZA,
american samoa,1960,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1961,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1962,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1963,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1964,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1965,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1966,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1967,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1968,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1969,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1970,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1971,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1972,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1973,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1974,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1975,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1976,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1977,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1978,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1979,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1980,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1981,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1982,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1983,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1984,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1985,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1986,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1987,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1988,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1989,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1990,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1991,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1992,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1993,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1994,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1995,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1996,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1997,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1998,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,1999,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,2000,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,2001,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,2002,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,2003,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,2004,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,2005,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,2006,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,2007,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,2008,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,2009,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,2010,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,2011,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,2012,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
american samoa,2013,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ASM,
andorra,1960,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1961,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1962,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1963,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1964,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1965,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1966,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1967,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1968,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1969,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1970,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1971,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1972,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1973,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1974,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1975,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1976,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1977,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1978,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1979,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1980,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1981,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1982,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1983,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1984,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1985,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1986,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1987,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1988,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1989,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1990,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1991,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1992,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1993,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1994,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1995,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1996,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1997,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1998,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,1999,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,2000,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,2001,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,2002,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,2003,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,2004,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,2005,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,2006,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,2007,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,2008,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,2009,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,2010,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,2011,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,2012,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
andorra,2013,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AND,
angola,1960,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,1961,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,5.42784288
angola,1962,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,1963,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,1964,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,1965,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,2.485605037
angola,1966,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,5.537979317
angola,1967,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,1968,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,-13.74613505
angola,1969,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,4.978423063
angola,1970,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,3.141280459
angola,1971,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,4.043927977
angola,1972,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,6.058160825
angola,1973,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,1974,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,1975,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,10.66709743
angola,1976,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,1977,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,1978,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,4.892277219
angola,1979,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,4.68
angola,1980,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,2.089295936
angola,1981,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,10.27591155
angola,1982,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,1983,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,1984,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,1985,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,6.343283719
angola,1986,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,4.953553798
angola,1987,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,3.163291684
angola,1988,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,1989,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,1990,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,1991,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,5.245271886
angola,1992,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,-27.27
angola,1993,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,9.932555156
angola,1994,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,1.183680812
angola,1995,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,-10.85137608
angola,1996,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,8.350726724
angola,1997,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,5.089216984
angola,1998,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,1999,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,2000,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,1.879276559
angola,2001,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,2002,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,2003,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,2004,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,2005,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,2006,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,2007,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,2008,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,2009,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,
angola,2010,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,6.378832476
angola,2011,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,-2.31324875
angola,2012,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,-13.60544133
angola,2013,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,AGO,-11.22469167
antigua and barbuda,1960,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ATG,4.38130059
antigua and barbuda,1961,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ATG,5.890828094
antigua and barbuda,1962,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ATG,
antigua and barbuda,1963,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ATG,
antigua and barbuda,1964,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ATG,5.124414881
antigua and barbuda,1965,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ATG,5.161114145
antigua and barbuda,1966,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ATG,6.67917995
antigua and barbuda,1967,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ATG,
antigua and barbuda,1968,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ATG,11.83867419
antigua and barbuda,1969,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,ATG,
