,Country,Date of Admission,AverageTemperature,Standard Deviation
79,albania,14-Dec-55,12.948166666666667,7.343996569039272
80,albania,14-Dec-55,13.056416666666665,7.18875845214828
81,albania,14-Dec-55,12.996583333333332,7.530117148169178
82,albania,14-Dec-55,13.044083333333335,7.7699525148699164
83,albania,14-Dec-55,12.803833333333335,6.577929790848588
84,albania,14-Dec-55,13.46866666666667,6.896422581617402
85,albania,14-Dec-55,12.338833333333334,7.445019626731971
86,albania,14-Dec-55,13.084666666666665,7.39914626934429
87,albania,14-Dec-55,13.122583333333337,7.7315288439707395
88,albania,14-Dec-55,14.09966666666667,7.227236292265697
89,albania,14-Dec-55,12.782083333333334,6.750142509718972
90,albania,14-Dec-55,12.7365,7.185742392214791
91,albania,14-Dec-55,12.900916666666667,6.809369500359359
92,albania,14-Dec-55,13.311250000000003,7.593486289098525
93,albania,14-Dec-55,13.65375,7.3780867084409305
94,albania,14-Dec-55,13.746583333333335,7.811373380099901
95,albania,14-Dec-55,13.690416666666666,7.573591827808152
96,albania,14-Dec-55,13.559916666666668,6.913613322586274
97,albania,14-Dec-55,13.62658333333333,8.248468435890313
98,albania,14-Dec-55,13.258166666666666,7.002218334646572
99,albania,14-Dec-55,12.747083333333334,7.505785362073389
100,albania,14-Dec-55,12.976916666666668,7.540893960247485
101,albania,14-Dec-55,13.890500000000001,7.391493187810873
102,albania,14-Dec-55,13.955166666666665,7.088717281495271
103,albania,14-Dec-55,13.84425,7.137212775625052
104,albania,14-Dec-55,13.775416666666667,6.98622999463078
105,albania,14-Dec-55,13.443250000000004,7.621194241002582
106,albania,14-Dec-55,13.76825,8.555302248791788
107,albania,14-Dec-55,14.993875000000003,8.11101748835672
108,algeria,08-Oct-62,24.529090909090908,7.35859522537482
109,algeria,08-Oct-62,23.39033333333333,7.9311093037404765
110,algeria,08-Oct-62,23.182416666666665,8.129232955634235
111,algeria,08-Oct-62,23.317833333333336,7.373974046769098
112,algeria,08-Oct-62,23.147499999999997,7.917080218225541
113,algeria,08-Oct-62,22.97375,7.652223172207716
114,algeria,08-Oct-62,23.301333333333332,7.8684757832451355
115,algeria,08-Oct-62,22.861666666666675,8.09146384478823
116,algeria,08-Oct-62,23.18591666666667,7.873271948449541
117,algeria,08-Oct-62,23.458249999999996,7.368455951801326
118,algeria,08-Oct-62,23.32283333333333,7.589407496736169
119,algeria,08-Oct-62,22.672250000000002,7.863244890281966
120,algeria,08-Oct-62,22.69816666666667,7.967756280880781
121,algeria,08-Oct-62,22.886166666666668,8.66559546118844
122,algeria,08-Oct-62,22.541,8.211487297461018
123,algeria,08-Oct-62,22.71641666666667,8.01483016843076
124,algeria,08-Oct-62,22.35675,8.156492808298076
125,algeria,08-Oct-62,23.546083333333343,7.463122749509243
126,algeria,08-Oct-62,23.161833333333337,7.357434728754227
127,algeria,08-Oct-62,23.39683333333333,7.669249659082257
128,algeria,08-Oct-62,23.16016666666667,8.079012831610886
129,algeria,08-Oct-62,23.579250000000005,8.13334041992364
130,algeria,08-Oct-62,23.094166666666663,8.330021486748816
131,algeria,08-Oct-62,23.683000000000003,8.405888098664693
132,algeria,08-Oct-62,23.063083333333335,8.228468613277744
133,algeria,08-Oct-62,23.526250000000005,7.989021923580793
134,algeria,08-Oct-62,23.256666666666675,8.389352086081644
135,algeria,08-Oct-62,24.24775,8.064015908229711
136,algeria,08-Oct-62,23.81566666666667,8.336476771976095
137,algeria,08-Oct-62,23.724333333333334,7.972073613368712
138,algeria,08-Oct-62,24.014416666666666,8.131922365348837
139,algeria,08-Oct-62,23.011083333333335,8.28731389159834
140,algeria,08-Oct-62,22.767,7.907386408806758
141,algeria,08-Oct-62,23.450833333333335,8.47021608432462
142,algeria,08-Oct-62,23.642083333333332,8.24592833362826
143,algeria,08-Oct-62,23.7225,8.185726418589864
144,algeria,08-Oct-62,23.734333333333336,7.548266270937299
145,algeria,08-Oct-62,23.955166666666667,7.938653330192072
146,algeria,08-Oct-62,23.92058333333333,8.3643035840989
147,algeria,08-Oct-62,24.299416666666662,9.022768537612684
148,algeria,08-Oct-62,24.032249999999994,8.22632884125996
149,algeria,08-Oct-62,24.724416666666666,8.209804155103306
150,algeria,08-Oct-62,24.263000000000005,8.080024077371867
151,algeria,08-Oct-62,24.393666666666665,8.448108301790874
152,algeria,08-Oct-62,23.916000000000007,7.794474126526492
153,algeria,08-Oct-62,24.222583333333333,8.718651829250723
154,algeria,08-Oct-62,24.200833333333335,8.368867250745831
155,algeria,08-Oct-62,24.06533333333334,7.9603818927729755
156,algeria,08-Oct-62,23.95025,8.461977064546387
157,algeria,08-Oct-62,24.15433333333333,7.927140873243166
158,algeria,08-Oct-62,25.215666666666664,7.227606989030239
159,algeria,08-Oct-62,24.144166666666667,8.11204564306387
160,algeria,08-Oct-62,23.95483333333333,8.797358155443684
161,algeria,08-Oct-62,25.1215,8.529039051549546
162,andorra,28-Jul-93,11.887727272727274,5.507130488574047
163,andorra,28-Jul-93,12.2615,5.630395989626307
164,andorra,28-Jul-93,11.079333333333333,6.5279255278357535
165,andorra,28-Jul-93,10.636166666666666,6.415536423874515
166,andorra,28-Jul-93,11.541083333333333,6.664812477186481
167,andorra,28-Jul-93,11.025916666666665,5.894555260551637
168,andorra,28-Jul-93,11.584750000000001,5.614583739528856
169,andorra,28-Jul-93,11.606916666666665,6.208827520091248
170,andorra,28-Jul-93,11.436500000000002,5.5338089381217666
171,andorra,28-Jul-93,10.884833333333333,6.039362862742955
172,andorra,28-Jul-93,11.376583333333334,6.297260146767052
173,andorra,28-Jul-93,11.192166666666667,6.469567975365804
174,andorra,28-Jul-93,10.741000000000001,4.99584410922082
175,andorra,28-Jul-93,11.176583333333333,6.560822723607616
176,andorra,28-Jul-93,11.077333333333334,5.493912454763551
177,andorra,28-Jul-93,11.247749999999998,5.950010040098482
178,andorra,28-Jul-93,11.304499999999999,6.239416005597727
179,andorra,28-Jul-93,11.134333333333332,4.792156230063178
180,andorra,28-Jul-93,11.040749999999997,5.5528933837971515
181,andorra,28-Jul-93,11.30175,5.900330562773581
182,andorra,28-Jul-93,10.7725,5.963873459117291
183,andorra,28-Jul-93,11.546,5.823817164337868
184,andorra,28-Jul-93,12.18516666666667,5.974127335790762
185,andorra,28-Jul-93,11.991749999999998,6.4961139170066335
186,andorra,28-Jul-93,11.03275,5.829702286566614
187,andorra,28-Jul-93,11.325416666666667,6.874797629528427
188,andorra,28-Jul-93,11.623500000000002,6.4123302458480875
189,andorra,28-Jul-93,11.680250000000003,6.512590269833292
190,andorra,28-Jul-93,11.973916666666668,5.788508513477893
191,andorra,28-Jul-93,12.585083333333332,5.955176731341829
192,andorra,28-Jul-93,12.455583333333335,6.340115118804783
193,andorra,28-Jul-93,11.565416666666666,6.5782260037232385
194,andorra,28-Jul-93,11.498416666666664,6.0213778166301815
195,andorra,28-Jul-93,11.432166666666667,5.84878055407253
196,andorra,28-Jul-93,12.632249999999999,6.185636795689011
197,andorra,28-Jul-93,12.376416666666664,5.788674089953326
198,andorra,28-Jul-93,11.741416666666666,5.590004674877429
199,andorra,28-Jul-93,12.896166666666668,5.5287250352275175
200,andorra,28-Jul-93,12.118749999999999,6.0207988464986935
201,andorra,28-Jul-93,12.178666666666667,6.429628949188469
202,andorra,28-Jul-93,12.311916666666667,5.743941384518811
203,andorra,28-Jul-93,12.216083333333335,6.338204728015846
204,andorra,28-Jul-93,12.319583333333334,5.075386513867837
205,andorra,28-Jul-93,12.900666666666668,7.334104126158377
206,andorra,28-Jul-93,12.043,6.446006360530526
207,andorra,28-Jul-93,11.643416666666667,7.181867881348939
208,andorra,28-Jul-93,12.834333333333333,6.812007584650309
209,andorra,28-Jul-93,12.15525,5.6727857374245385
210,andorra,28-Jul-93,11.978583333333333,5.833120441353268
211,andorra,28-Jul-93,12.566666666666665,6.664234325975877
212,andorra,28-Jul-93,11.480833333333335,6.753525555163202
213,andorra,28-Jul-93,12.994416666666668,5.831255446585525
214,andorra,28-Jul-93,12.339916666666667,6.649739262944939
215,andorra,28-Jul-93,12.307875000000001,6.9518438548447605
216,angola,01-Dec-76,21.85027272727273,1.8577788937819857
217,angola,01-Dec-76,21.938750000000002,1.6541044336053057
218,angola,01-Dec-76,21.84866666666667,1.7398922815838784
219,angola,01-Dec-76,21.837750000000003,1.6175638318162289
220,angola,01-Dec-76,21.68641666666667,1.9470127448961079
221,angola,01-Dec-76,21.81991666666667,1.6645913207605987
222,angola,01-Dec-76,22.103250000000003,1.5199875074247389
223,angola,01-Dec-76,21.776416666666663,1.6389423118325879
224,angola,01-Dec-76,21.748166666666666,1.7759089264800472
225,angola,01-Dec-76,22.1905,1.6745607022304532
226,angola,01-Dec-76,22.149833333333333,1.649101509270668
227,angola,01-Dec-76,21.837,1.5133189893860335
228,angola,01-Dec-76,22.011000000000006,1.7387679023325169
229,angola,01-Dec-76,22.349666666666668,1.7493786082925313
230,angola,01-Dec-76,21.623499999999996,1.626069466256257
231,angola,01-Dec-76,21.738916666666668,1.6288326806382398
232,angola,01-Dec-76,21.44741666666667,1.7607469725986056
233,angola,01-Dec-76,21.95075,1.6276685571141876
234,angola,01-Dec-76,21.817000000000004,1.7258019479755977
235,angola,01-Dec-76,22.144750000000002,1.7173406039571766
236,angola,01-Dec-76,22.077583333333337,1.8629777463333628
237,angola,01-Dec-76,22.027916666666666,1.886140381275686
238,angola,01-Dec-76,21.819999999999997,1.8947002641339048
239,angola,01-Dec-76,22.367250000000002,1.936050812866232
240,angola,01-Dec-76,22.356166666666667,1.5266796314124635
241,angola,01-Dec-76,22.021833333333337,1.7184333157286202
242,angola,01-Dec-76,22.036249999999995,1.472682038446737
243,angola,01-Dec-76,22.749916666666664,1.8643692795704556
244,angola,01-Dec-76,22.412333333333336,1.6672581374729276
245,angola,01-Dec-76,22.12216666666667,1.6903491749734232
246,angola,01-Dec-76,22.46641666666667,1.5227614543879484
247,angola,01-Dec-76,22.095416666666665,1.3843427359603044
248,angola,01-Dec-76,22.498583333333332,1.9448392996633816
249,angola,01-Dec-76,22.291,1.5215118079785581
250,angola,01-Dec-76,22.189416666666663,2.0190288600906103
251,angola,01-Dec-76,22.936166666666665,1.6896651004016001
252,angola,01-Dec-76,22.479249999999997,1.7923315503454256
253,angola,01-Dec-76,22.317166666666665,1.5834209130483243
254,angola,01-Dec-76,23.120166666666666,1.6951528133493026
255,angola,01-Dec-76,22.382083333333338,1.3361834698691317
256,angola,01-Dec-76,22.360666666666663,1.5440262205341484
257,angola,01-Dec-76,22.502916666666668,1.5845452722143896
258,angola,01-Dec-76,22.9255,1.4315610995756292
259,angola,01-Dec-76,23.06658333333333,1.5239801632169583
260,angola,01-Dec-76,22.572833333333335,1.9373343370036404
261,angola,01-Dec-76,22.96608333333333,1.663934682849024
262,angola,01-Dec-76,21.947083333333335,1.4782410590928277
263,angola,01-Dec-76,22.42708333333334,1.8473056772368557
264,angola,01-Dec-76,22.287333333333333,1.6806575733289282
265,angola,01-Dec-76,22.3165,1.6180120518710608
266,angola,01-Dec-76,22.6815,1.575500872738572
267,angola,01-Dec-76,22.029666666666667,1.6978128890017898
268,angola,01-Dec-76,22.12333333333333,1.8269636177565391
269,angola,01-Dec-76,22.507875000000002,2.015271157756622
270,antigua and barbuda,11-Nov-81,27.098363636363636,1.0918142033081693
271,antigua and barbuda,11-Nov-81,26.73091666666667,1.083354173459223
272,antigua and barbuda,11-Nov-81,26.736750000000004,1.2614540762008088
273,antigua and barbuda,11-Nov-81,26.891166666666667,1.1335082975461894
274,antigua and barbuda,11-Nov-81,26.70908333333333,1.1959437094030005
275,antigua and barbuda,11-Nov-81,26.421666666666663,1.1654223060827136
276,antigua and barbuda,11-Nov-81,26.59166666666667,1.0305415463667058
277,antigua and barbuda,11-Nov-81,26.342666666666663,1.2216192929753924
278,antigua and barbuda,11-Nov-81,26.41691666666667,1.379522147723843
279,antigua and barbuda,11-Nov-81,26.881916666666665,1.285290661030933
280,antigua and barbuda,11-Nov-81,26.738583333333334,0.9661500408917607
281,antigua and barbuda,11-Nov-81,26.39141666666667,1.1507710030736549
282,antigua and barbuda,11-Nov-81,26.549999999999997,1.2203259624155578
283,antigua and barbuda,11-Nov-81,26.87325,1.2215192570952573
284,antigua and barbuda,11-Nov-81,26.340000000000003,1.212459558838224
285,antigua and barbuda,11-Nov-81,26.33541666666667,1.3594424297104197
286,antigua and barbuda,11-Nov-81,26.26766666666666,1.5345079953779275
287,antigua and barbuda,11-Nov-81,26.851916666666668,1.0895468164110784
288,antigua and barbuda,11-Nov-81,26.861499999999996,1.0638728991071005
289,antigua and barbuda,11-Nov-81,26.655666666666665,1.1853477689409688
290,antigua and barbuda,11-Nov-81,27.118416666666672,1.280589385494987
291,antigua and barbuda,11-Nov-81,27.057666666666666,1.0347810777105855
292,antigua and barbuda,11-Nov-81,26.681,1.2181003093490952
293,antigua and barbuda,11-Nov-81,27.079250000000002,1.1662611687080922
294,antigua and barbuda,11-Nov-81,26.618750000000002,1.092762398278285
295,antigua and barbuda,11-Nov-81,26.618166666666667,1.281907799360237
296,antigua and barbuda,11-Nov-81,26.70925,1.231397293912303
297,antigua and barbuda,11-Nov-81,27.220583333333334,1.2572588117396393
298,antigua and barbuda,11-Nov-81,26.953000000000007,1.1854157690255964
299,antigua and barbuda,11-Nov-81,26.6865,1.2710123023508737
300,antigua and barbuda,11-Nov-81,26.93466666666667,1.3210471971014885
301,antigua and barbuda,11-Nov-81,26.895666666666667,1.2656466068114482
302,antigua and barbuda,11-Nov-81,26.894750000000002,1.1252290372913565
303,antigua and barbuda,11-Nov-81,26.95616666666667,1.247998312450295
304,antigua and barbuda,11-Nov-81,26.946083333333334,1.1055913644523088
305,antigua and barbuda,11-Nov-81,27.38033333333333,1.2909372446780567
306,antigua and barbuda,11-Nov-81,26.942333333333334,1.0382241248079982
307,antigua and barbuda,11-Nov-81,27.289333333333335,1.3478398430170566
308,antigua and barbuda,11-Nov-81,27.60175,1.1133858373121481
309,antigua and barbuda,11-Nov-81,27.13175,1.3886258822696231
310,antigua and barbuda,11-Nov-81,26.892083333333336,1.4277479697592
311,antigua and barbuda,11-Nov-81,27.253833333333336,1.3271516206682727
312,antigua and barbuda,11-Nov-81,27.361749999999997,1.2774967799283394
313,antigua and barbuda,11-Nov-81,27.513833333333338,1.169800980224128
314,antigua and barbuda,11-Nov-81,27.151166666666672,1.2450084215365653
315,antigua and barbuda,11-Nov-81,27.59816666666667,1.488831013875915
316,antigua and barbuda,11-Nov-81,27.46641666666667,1.2868796269435727
317,antigua and barbuda,11-Nov-81,27.509083333333336,1.158620924621033
318,antigua and barbuda,11-Nov-81,26.96541666666667,1.4285286428116644
319,antigua and barbuda,11-Nov-81,27.277333333333335,1.4557132792947767
320,antigua and barbuda,11-Nov-81,27.73541666666667,1.1250323194010783
321,antigua and barbuda,11-Nov-81,27.296166666666664,1.282267581870162
322,antigua and barbuda,11-Nov-81,27.433499999999995,1.3515364657240363
323,antigua and barbuda,11-Nov-81,27.249625,1.335597344957357
324,argentina,24-Oct-45,14.32190909090909,4.999881647690182
325,argentina,24-Oct-45,14.972916666666665,4.89478989164329
326,argentina,24-Oct-45,14.852416666666668,5.5411085444624835
327,argentina,24-Oct-45,14.847166666666666,4.6482286720727055
328,argentina,24-Oct-45,14.431249999999999,5.080127219684741
329,argentina,24-Oct-45,14.909583333333332,4.78579634217628
330,argentina,24-Oct-45,14.677999999999999,4.642859170029527
331,argentina,24-Oct-45,15.049749999999998,5.366223390548769
332,argentina,24-Oct-45,15.196916666666668,4.678779492333316
333,argentina,24-Oct-45,15.262833333333335,4.960794526417452
334,argentina,24-Oct-45,15.195333333333336,4.933165208027901
335,argentina,24-Oct-45,14.651166666666668,5.002936480132686
336,argentina,24-Oct-45,14.81841666666667,4.973480022869178
337,argentina,24-Oct-45,14.597916666666668,5.166329846548062
338,argentina,24-Oct-45,14.637666666666666,4.674770122366415
339,argentina,24-Oct-45,14.939666666666668,4.9491958269332335
340,argentina,24-Oct-45,14.440249999999999,4.888809320088259
341,argentina,24-Oct-45,15.351249999999999,4.7728470277183614
342,argentina,24-Oct-45,15.186083333333334,4.812133933342279
343,argentina,24-Oct-45,14.974666666666664,4.722093475131428
344,argentina,24-Oct-45,15.226916666666666,5.2156345113572335
345,argentina,24-Oct-45,15.167416666666668,4.765453550070422
346,argentina,24-Oct-45,15.256750000000002,4.876044617683103
347,argentina,24-Oct-45,14.954333333333333,5.769592191880294
348,argentina,24-Oct-45,14.400833333333333,5.514700549577934
349,argentina,24-Oct-45,15.326250000000002,4.826745414402395
350,argentina,24-Oct-45,15.33475,4.7248836469560525
351,argentina,24-Oct-45,15.1875,5.164889165404142
352,argentina,24-Oct-45,14.836333333333334,5.691636069841003
353,argentina,24-Oct-45,15.543,5.326376578364082
354,argentina,24-Oct-45,15.155083333333332,5.072054908261961
355,argentina,24-Oct-45,15.097583333333338,4.791628883381996
356,argentina,24-Oct-45,14.739166666666664,5.2268670232547425
357,argentina,24-Oct-45,15.098666666666668,5.152664929799713
358,argentina,24-Oct-45,15.578666666666669,4.79983854526442
359,argentina,24-Oct-45,15.149833333333333,5.178267678627202
360,argentina,24-Oct-45,15.211583333333332,4.973633251426665
361,argentina,24-Oct-45,15.620666666666667,4.476595425773989
362,argentina,24-Oct-45,15.261750000000001,4.479004904196711
363,argentina,24-Oct-45,15.064916666666663,5.0801341331313346
364,argentina,24-Oct-45,14.7505,5.152779682321518
365,argentina,24-Oct-45,15.370416666666666,5.10998944062836
366,argentina,24-Oct-45,15.183750000000003,5.0466556905629005
367,argentina,24-Oct-45,15.518333333333336,4.817722780305939
368,argentina,24-Oct-45,15.442166666666667,5.20435707029711
369,argentina,24-Oct-45,15.112833333333334,5.038956256162098
370,argentina,24-Oct-45,15.561083333333329,4.883039188834856
371,argentina,24-Oct-45,14.628083333333336,5.803661061752053
372,argentina,24-Oct-45,15.475999999999999,5.341261376389391
373,argentina,24-Oct-45,15.534416666666667,5.2234579883503045
374,argentina,24-Oct-45,15.078833333333336,5.445946162611287
375,argentina,24-Oct-45,15.339666666666668,5.287362004790004
376,argentina,24-Oct-45,15.688999999999998,5.365788766892439
377,argentina,24-Oct-45,14.457124999999998,5.554626757102075
378,armenia,02-Mar-92,10.272363636363636,8.033006040987736
379,armenia,02-Mar-92,9.482000000000001,9.243149551768795
380,armenia,02-Mar-92,9.982083333333334,8.928891038322869
381,armenia,02-Mar-92,9.273000000000001,8.1462460623953
382,armenia,02-Mar-92,8.057666666666668,10.04447389756118
383,armenia,02-Mar-92,8.496083333333335,9.42172294085548
384,armenia,02-Mar-92,10.841000000000001,7.741827632472135
385,armenia,02-Mar-92,8.087083333333332,9.177559285941426
386,armenia,02-Mar-92,8.906583333333334,9.189453702808487
387,armenia,02-Mar-92,8.230833333333333,9.663001122682834
388,armenia,02-Mar-92,9.846583333333333,8.48802336405761
389,armenia,02-Mar-92,9.105416666666667,9.712483171468595
390,armenia,02-Mar-92,7.789166666666667,11.36427643445846
391,armenia,02-Mar-92,8.207166666666666,9.806511017346248
392,armenia,02-Mar-92,8.314333333333334,9.60631866234013
393,armenia,02-Mar-92,8.993,10.05838894564225
394,armenia,02-Mar-92,8.345083333333333,9.60358233784128
395,armenia,02-Mar-92,8.692083333333334,9.61580797397828
396,armenia,02-Mar-92,9.047666666666666,8.824053308308988
397,armenia,02-Mar-92,10.146416666666669,8.532310541362312
398,armenia,02-Mar-92,9.358583333333334,9.477407024155665
399,armenia,02-Mar-92,9.805416666666666,8.081860985715123
400,armenia,02-Mar-92,8.274333333333335,9.478411655712762
401,armenia,02-Mar-92,9.000583333333333,9.29117412541536
402,armenia,02-Mar-92,9.067750000000002,9.389616306663637
403,armenia,02-Mar-92,9.174750000000001,9.494663210313082
404,armenia,02-Mar-92,9.306833333333334,9.552803347074553
405,armenia,02-Mar-92,8.996666666666668,8.959715197719314
406,armenia,02-Mar-92,8.626083333333334,9.0330723904221
407,armenia,02-Mar-92,9.785833333333331,10.08613390058877
408,armenia,02-Mar-92,9.258083333333333,9.435822240592527
409,armenia,02-Mar-92,9.372583333333333,9.730511053180127
410,armenia,02-Mar-92,7.614666666666667,9.54318658742583
411,armenia,02-Mar-92,7.769666666666667,10.092403590940279
412,armenia,02-Mar-92,9.02125,9.571655970767402
413,armenia,02-Mar-92,9.892166666666668,9.030115300112914
414,armenia,02-Mar-92,9.819166666666666,9.032443984511243
415,armenia,02-Mar-92,9.246333333333334,9.334597496638107
416,armenia,02-Mar-92,10.448416666666667,9.666833123044377
417,armenia,02-Mar-92,10.331000000000001,8.63208362079305
418,armenia,02-Mar-92,9.918166666666668,9.863617277037811
419,armenia,02-Mar-92,10.443416666666668,9.093479076772375
420,armenia,02-Mar-92,9.604999999999999,9.570081171879558
421,armenia,02-Mar-92,9.423083333333333,9.325994067983348
422,armenia,02-Mar-92,9.720166666666666,9.216752936743486
423,armenia,02-Mar-92,9.735416666666667,9.634858101123644
424,armenia,02-Mar-92,10.053500000000001,10.57838172449316
425,armenia,02-Mar-92,9.53525,10.117577765498474
426,armenia,02-Mar-92,9.706750000000001,10.604948717247742
427,armenia,02-Mar-92,9.842083333333333,8.592188190531859
428,armenia,02-Mar-92,11.509500000000003,8.966039315104524
429,armenia,02-Mar-92,9.136000000000001,9.954355830489485
430,armenia,02-Mar-92,10.35075,10.429256864705174
431,armenia,02-Mar-92,11.34375,9.582248509614015
432,australia,01-Nov-45,20.552818181818182,5.163117639918382
433,australia,01-Nov-45,21.964249999999996,5.371975396359417
434,australia,01-Nov-45,21.802916666666665,4.918136887782781
435,australia,01-Nov-45,21.697833333333335,5.139058347301546
436,australia,01-Nov-45,21.650750000000002,4.6567058025838595
437,australia,01-Nov-45,22.092083333333335,5.2574834709174025
438,australia,01-Nov-45,21.361000000000004,5.1132961971706665
439,australia,01-Nov-45,21.625416666666666,5.148172976156127
440,australia,01-Nov-45,21.462166666666672,5.457455464913585
441,australia,01-Nov-45,21.847583333333333,5.150213595894186
442,australia,01-Nov-45,21.775750000000002,5.228502708059145
443,australia,01-Nov-45,21.65433333333333,5.2789683450347376
444,australia,01-Nov-45,22.012083333333333,5.010905424595681
445,australia,01-Nov-45,22.41275,4.674995734076808
446,australia,01-Nov-45,21.238083333333332,4.781571697832749
447,australia,01-Nov-45,21.692666666666668,4.599310231552185
448,australia,01-Nov-45,21.193416666666668,4.986260403409157
449,australia,01-Nov-45,21.892500000000002,5.336631462227494
450,australia,01-Nov-45,21.605166666666666,5.249951685203368
451,australia,01-Nov-45,22.252333333333336,5.393800992946917
452,australia,01-Nov-45,22.586166666666667,5.051675650592375
453,australia,01-Nov-45,22.164083333333334,4.9125274638757315
454,australia,01-Nov-45,21.910500000000003,5.484771951835042
455,australia,01-Nov-45,22.261083333333332,5.30934170646989
456,australia,01-Nov-45,21.516916666666663,4.980217272703404
457,australia,01-Nov-45,22.043416666666662,5.3346470865352265
